"tax_id","species_id","parent_tax_id","rank","name"
"186178",23293,"186177","species","Pleopis polyphemoides"
"527842",,"33386","genus","Pleotrichophorus"
"796245",23296,"527842","species","Pleotrichophorus glandulosus"
"567990",,"236640","genus","Plesiodema"
"1545219",23298,"567990","species","Plesiodema pinetella"
"8317",,"1331674","genus","Pleurodeles"
"8319",23303,"8317","species","Pleurodeles waltl"
"99691",,"99686","genus","Pleurogenes"
"99692",23304,"99691","species","Pleurogenes claviger"
"177591",,"99686","genus","Pleurogenoides"
"177592",23305,"177591","species","Pleurogenoides medians"
"8261",,"8256","genus","Pleuronectes"
"8262",23306,"8261","species","Pleuronectes platessa"
"207393",,"166306","genus","Pleurophorus"
"207394",23307,"207393","species","Pleurophorus caesus"
"1004743",,"581380","genus","Patania"
"753217",23308,"1004743","species","Patania ruralis"
"688997",,"116123","genus","Pleurota"
"1073592",23309,"688997","species","Pleurota bicostella"
"362313",,"77713","genus","Pleuroxus"
"423267",23310,"362313","species","Pleuroxus aduncus"
"362314",23311,"362313","species","Pleuroxus denticulatus"
"1071222",,"77713","genus","Picripleuroxus"
"1917105",23312,"1071222","species","Picripleuroxus laevis"
"1917106",23314,"362313","species","Pleuroxus trigonellus"
"423268",23315,"362313","species","Pleuroxus truncatus"
"453043",,"453038","genus","Plicothrips"
"453044",23318,"453043","species","Plicothrips apicalis"
"2869578",,"238617","subfamily","Plinthisinae"
"237393",,"2869578","genus","Plinthisus"
"1890491",23319,"237393","species","Plinthisus brevipennis"
"1545220",23320,"237393","species","Plinthisus pusillus"
"164870",,"7211","subfamily","Zaceratinae"
"379421",,"164870","genus","Plioreocepta"
"43385",23321,"379421","species","Plioreocepta poeciloptera"
"133077",,"27482","subfamily","Pterocommatinae"
"527845",,"133077","genus","Plocamaphis"
"527846",23322,"527845","species","Plocamaphis flocculosa"
"58823",,"40083","genus","Plodia"
"58824",23324,"58823","species","Plodia interpunctella"
"204743",,"84394","family","Synchaetidae"
"360689",,"204743","genus","Ploesoma"
"360690",23325,"360689","species","Ploesoma hudsoni"
"2851073",23326,"360689","species","Ploesoma truncatum"
"34519",,"34518","genus","Plumatella"
"56620",23327,"34519","species","Plumatella emarginata"
"1317029",23328,"34519","species","Plumatella fruticosa"
"350065",23329,"34519","species","Plumatella fungosa"
"34520",23330,"34519","species","Plumatella repens"
"308573",,"308572","genus","Plumularia"
"308574",23331,"308573","species","Plumularia setacea"
"254381",,"95186","genus","Plusia"
"254382",23332,"254381","species","Plusia festucae"
"721895",23333,"254381","species","Plusia putnami"
"51654",,"51653","genus","Plutella"
"421442",23334,"51654","species","Plutella porrectella"
"51655",23335,"51654","species","Plutella xylostella"
"171272",,"8907","genus","Pluvialis"
"670352",23340,"171272","species","Pluvialis apricaria"
"240205",23341,"171272","species","Pluvialis dominica"
"371922",23342,"171272","species","Pluvialis fulva"
"171273",23343,"171272","species","Pluvialis squatarola"
"1148484",,"41832","genus","Pneumia"
"1148486",23347,"1148484","species","Pneumia mutua"
"1161018",,"41832","genus","Satchelliella"
"1161024",23350,"1161018","species","Satchelliella trivialis"
"108668",,"150275","genus","Pnigalio"
"456318",23358,"108668","species","Pnigalio agraules"
"909789",23360,"108668","species","Pnigalio longulus"
"456317",23364,"108668","species","Pnigalio soemius"
"1781626",,"7184","genus","Pnyxia"
"1781627",23366,"1781626","species","Pnyxia scabiei"
"1107826",,"247617","genus","Pocadicnemis"
"1871995",23367,"1107826","species","Pocadicnemis juncea"
"1248366",23368,"1107826","species","Pocadicnemis pumila"
"577167",,"577242","genus","Pocadius"
"878381",23369,"577167","species","Pocadius adustus"
"577168",23370,"577167","species","Pocadius ferrugineus"
"186072",,"433502","genus","Podabrus"
"1553677",23372,"186072","species","Podabrus alpinus"
"212116",,"131578","subtribe","Podagricina"
"229147",,"212116","genus","Podagrica"
"1425595",23373,"229147","species","Podagrica fuscicornis"
"1390112",23374,"229147","species","Podagrica fuscipes"
"302057",,"2657428","genus","Podalonia"
"1088625",23375,"302057","species","Podalonia affinis"
"1088627",23376,"302057","species","Podalonia hirsuta"
"1088628",23377,"302057","species","Podalonia luffii"
"42163",,"162266","genus","Podarcis"
"64176",23379,"42163","species","Podarcis muralis"
"65484",23380,"42163","species","Podarcis siculus"
"378369",,"115834","genus","Podarkeopsis"
"1818038",23381,"378369","species","Podarkeopsis capensis"
"1209997",23382,"378369","species","Podarkeopsis helgolandicus"
"30447",,"8825","order","Podicipediformes"
"30448",,"30447","family","Podicipedidae"
"37049",,"30448","genus","Podiceps"
"37050",23383,"37049","species","Podiceps auritus"
"345573",23384,"37049","species","Podiceps cristatus"
"80367",23385,"37049","species","Podiceps grisegena"
"85099",23386,"37049","species","Podiceps nigricollis"
"9251",,"30448","genus","Podilymbus"
"9252",23387,"9251","species","Podilymbus podiceps"
"1553855",,"433502","genus","Podistra"
"1587409",23388,"1553855","species","Podistra rufotestacea"
"73345",,"56247","family","Opecoelidae"
"92661",,"73345","genus","Podocotyle"
"1231037",23391,"92661","species","Podocotyle atomon"
"102292",,"102289","genus","Pododesmus"
"2589380",23392,"102292","species","Pododesmus patelliformis"
"2268676",23393,"102292","species","Pododesmus squama"
"141399",,"141398","genus","Podon"
"141401",23394,"141399","species","Podon intermedius"
"141400",23395,"141399","species","Podon leuckartii"
"495481",,"273987","genus","Podoschistus"
"495482",23397,"495481","species","Podoschistus scutellaris"
"50587",,"79706","family","Poduridae"
"50588",,"50587","genus","Podura"
"50589",23402,"50588","species","Podura aquatica"
"142475",,"9153","genus","Poecile"
"48895",23403,"142475","species","Poecile montanus"
"48890",23404,"142475","species","Poecile palustris"
"28738",,"1489913","order","Cyprinodontiformes"
"8087",,"28738","suborder","Cyprinodontoidei"
"8079",,"8087","family","Poeciliidae"
"586240",,"8079","subfamily","Poeciliinae"
"8080",,"586240","genus","Poecilia"
"8081",23405,"8080","species","Poecilia reticulata"
"878342",23406,"295675","species","Phymatodes alni"
"1586428",23407,"295675","species","Phymatodes lividus"
"369886",,"92572","genus","Poecilobothrus"
"574925",23408,"369886","species","Poecilobothrus chrysozygos"
"369887",23410,"369886","species","Poecilobothrus nobilitatus"
"574912",23411,"369886","species","Poecilobothrus principalis"
"475344",,"7096","subfamily","Poecilocampinae"
"475345",,"475344","genus","Poecilocampa"
"475346",23412,"475345","species","Poecilocampa populi"
"273024",,"46589","family","Poecilochaetidae"
"273030",,"273024","genus","Poecilochaetus"
"273031",23413,"273030","species","Poecilochaetus serpens"
"296241",,"99214","genus","Poecilochirus"
"2570936",23414,"296241","species","Poecilochirus carabi"
"1474797",,"189929","genus","Poecilolycia"
"1824977",23420,"1474797","species","Poecilolycia vittata"
"1108694",,"430915","genus","Poeciloneta"
"1663264",23421,"1108694","species","Poeciloneta variegata"
"170319",,"879230","genus","Poecilus"
"270614",23424,"170319","species","Poecilus cupreus"
"2850089",23425,"170319","species","Poecilus kugelanni"
"1553678",23426,"170319","species","Poecilus lepidus"
"2850090",23427,"170319","species","Poecilus punctulatus"
"293750",23428,"170319","species","Poecilus versicolor"
"65322",,"273987","genus","Poemenia"
"65323",23431,"65322","species","Poemenia hectica"
"347439",,"79514","tribe","Pogonocherini"
"347440",,"347439","genus","Pogonocherus"
"1553679",23433,"347440","species","Pogonocherus decoratus"
"1553680",23434,"347440","species","Pogonocherus fasciculatus"
"1143099",23435,"347440","species","Pogonocherus hispidulus"
"347441",23436,"347440","species","Pogonocherus hispidus"
"1586527",23437,"347440","species","Pogonocherus ovatus"
"79716",,"1410427","family","Tomoceridae"
"511699",,"79716","genus","Pogonognathellus"
"511703",23438,"511699","species","Pogonognathellus flavescens"
"707266",23439,"511699","species","Pogonognathellus longicornis"
"60794",,"686349","tribe","Pogonini"
"235515",,"60794","genus","Pogonus"
"235516",23440,"235515","species","Pogonus chalceus"
"878382",23441,"235515","species","Pogonus littoralis"
"1470289",23442,"235515","species","Pogonus luridipennis"
"176044",,"9224","genus","Poicephalus"
"176045",23443,"176044","species","Poicephalus senegalus"
"96658",,"55887","genus","Poikilolaimus"
"96659",23444,"96658","species","Poikilolaimus oxycercus"
"65217",,"65216","genus","Polemochartus"
"65218",23446,"65217","species","Polemochartus liparae"
"214313",,"95244","genus","Polia"
"988022",23448,"214313","species","Polia bombycina"
"988023",23449,"214313","species","Polia hepatica"
"988024",23450,"214313","species","Polia nebulosa"
"559702",,"57894","genus","Polietes"
"559703",23453,"559702","species","Polietes lardarius"
"2725520",23454,"559702","species","Polietes meridionalis"
"7455",,"7438","subfamily","Polistinae"
"76984",,"7455","tribe","Polistini"
"7456",,"76984","genus","Polistes"
"34727",23455,"7456","species","Polistes biglumis"
"34730",23457,"7456","species","Polistes gallicus"
"879233",,"41073","subfamily","Dryptinae"
"878436",,"879233","genus","Polistichus"
"878437",23458,"878436","species","Polistichus connexus"
"1405020",,"6592","genus","Polititapes"
"1405021",23459,"1405020","species","Polititapes aureus"
"584776",23460,"1405020","species","Polititapes rhomboides"
"8059",,"8045","genus","Pollachius"
"185739",23461,"8059","species","Pollachius pollachius"
"8060",23462,"8059","species","Pollachius virens"
"54279",,"43755","family","Polleniidae"
"229639",,"54279","genus","Pollenia"
"670595",23463,"229639","species","Pollenia amentaria"
"1266490",23464,"229639","species","Pollenia angustigena"
"1889298",23465,"229639","species","Pollenia atramentaria"
"1720740",23466,"229639","species","Pollenia griseotomentosa"
"1266491",23467,"229639","species","Pollenia labialis"
"1266492",23469,"229639","species","Pollenia pediculata"
"229640",23470,"229639","species","Pollenia rudis"
"1725473",23471,"229639","species","Pollenia vagabunda"
"360692",,"204743","genus","Polyarthra"
"1156569",23473,"360692","species","Polyarthra dolichoptera"
"2734810",23474,"360692","species","Polyarthra euryptera"
"360693",23478,"360692","species","Polyarthra remata"
"1492280",23479,"360692","species","Polyarthra vulgaris"
"495483",,"172379","genus","Polyaulon"
"495484",23480,"495483","species","Polyaulon paradoxus"
"65292",,"231866","genus","Polyblastus"
"1045620",23481,"65292","species","Polyblastus alternans"
"1045621",23482,"65292","species","Polyblastus cancer"
"1667549",23484,"65292","species","Polyblastus melanostigmus"
"1667457",23487,"65292","species","Polyblastus pumilus"
"495395",23489,"65292","species","Polyblastus varitarsus"
"39784",,"27896","genus","Polycelis"
"39785",23492,"39784","species","Polycelis felina"
"39786",23493,"39784","species","Polycelis nigra"
"66754",23494,"39784","species","Polycelis tenuis"
"177940",,"177934","genus","Polycentropus"
"185640",23495,"177940","species","Polycentropus flavomaculatus"
"623212",23496,"177940","species","Polycentropus irroratus"
"71375",,"71317","genus","Polycera"
"1298706",23497,"71375","species","Polycera faeroensis"
"71382",23498,"71375","species","Polycera quadrilineata"
"1343826",,"95186","genus","Polychrysia"
"1870248",23500,"1343826","species","Polychrysia moneta"
"516039",,"32261","genus","Polycirrus"
"1037304",23501,"516039","species","Polycirrus medusa"
"61983",,"61982","genus","Polydesmus"
"1068628",23503,"61983","species","Polydesmus angustus"
"62152",23504,"61983","species","Polydesmus coriaceus"
"1147020",23505,"61983","species","Polydesmus denticulatus"
"2751397",23506,"61983","species","Polydesmus inconstans"
"46600",,"46599","genus","Polydora"
"46601",23507,"46600","species","Polydora ciliata"
"438488",23508,"46600","species","Polydora cornuta"
"1495204",23509,"46600","species","Polydora hoplura"
"122852",,"465383","genus","Polydrusus"
"202137",23510,"122852","species","Polydrusus cervinus"
"878383",23511,"122852","species","Polydrusus confluens"
"1473680",23512,"122852","species","Polydrusus corruscus"
"878384",23513,"122852","species","Polydrusus flavipes"
"1342089",23514,"122852","species","Polydrusus formosus"
"994697",23515,"122852","species","Polydrusus impar"
"1342090",23516,"122852","species","Polydrusus impressifrons"
"1046238",23517,"122852","species","Polydrusus marginatus"
"653196",23518,"122852","species","Polydrusus mollis"
"994698",23519,"122852","species","Polydrusus pallidus"
"202138",23521,"122852","species","Polydrusus pterygomalis"
"878385",23522,"122852","species","Polydrusus pulchellus"
"1342093",23523,"122852","species","Polydrusus tereticollis"
"72767",,"72771","genus","Polyergus"
"72785",23524,"72767","species","Polyergus rufescens"
"127362",,"76218","subgenus","Polygonia"
"929971",23525,"127362","species","Nymphalis c-album"
"1649654",,"6341","no rank","Polychaeta incertae sedis"
"188465",,"1649654","family","Polygordiidae"
"188466",,"188465","genus","Polygordius"
"1436031",23526,"188466","species","Polygordius appendiculatus"
"141177",,"55867","genus","Polygraphus"
"516981",23527,"141177","species","Polygraphus grandiclava"
"516982",23528,"141177","species","Polygraphus poligraphus"
"1343539",,"43800","genus","Polylepta"
"2339121",23529,"1343539","species","Polylepta guttiventris"
"237313",,"236659","genus","Polymerus"
"1545224",23532,"237313","species","Polymerus palustris"
"1511246",23533,"237313","species","Polymerus unifasciatus"
"1889907",23534,"237313","species","Polymerus vulneratus"
"988151",,"572922","genus","Polymixis"
"1870251",23535,"988151","species","Polymixis flavicincta"
"1870252",23536,"988151","species","Polymixis lichenea"
"60540",,"60522","genus","Polymorphus"
"272948",23538,"60540","species","Polymorphus minutus"
"265382",,"42297","genus","Polyommatus"
"265386",23557,"265382","species","Polyommatus icarus"
"54968",,"72530","genus","Polypedilum"
"2056899",,"54968","subgenus","Polypedilum"
"2498309",23560,"2056899","species","Polypedilum albicorne"
"2498312",23561,"2056899","species","Polypedilum arundineti"
"994299",23563,"2056899","species","Polypedilum convictum"
"1005981",23564,"2056899","species","Polypedilum cultellatum"
"2498318",23565,"2056899","species","Polypedilum laetum"
"1202106",23566,"2056899","species","Polypedilum nubeculosum"
"54969",23567,"2056899","species","Polypedilum nubifer"
"1202114",23568,"2056899","species","Polypedilum pedestre"
"879771",23569,"2056899","species","Polypedilum pullum"
"700372",23570,"2056899","species","Polypedilum scalaenum"
"699132",,"54968","subgenus","Pentapedilum"
"1202119",23571,"699132","species","Polypedilum sordens"
"1743449",23573,"699132","species","Polypedilum tritum"
"2498308",23574,"699132","species","Polypedilum uncinatum"
"77660",,"116562","family","Polyphemidae"
"77661",,"77660","genus","Polyphemus"
"77662",23575,"77661","species","Polyphemus pediculus"
"614209",,"7059","genus","Polyphylla"
"1476581",23576,"614209","species","Polyphylla fullo"
"195271",,"105387","family","Scalibregmatidae"
"222017",,"195271","genus","Polyphysia"
"222018",23577,"222017","species","Polyphysia crassa"
"364330",,"160145","genus","Polyplax"
"1453200",23578,"364330","species","Polyplax reclinata"
"468196",23579,"364330","species","Polyplax serrata"
"468197",23580,"364330","species","Polyplax spinulosa"
"988153",,"219490","genus","Polyploca"
"988154",23581,"988153","species","Polyploca ridens"
"1445854",,"92602","genus","Polyporivora"
"1445856",23582,"1445854","species","Polyporivora ornata"
"1445857",23583,"1445854","species","Polyporivora picta"
"84544",,"72773","genus","Polyrhachis"
"84555",23584,"84544","species","Polyrhachis dives"
"616552",23586,"84544","species","Polyrhachis thrinax"
"473653",,"473626","genus","Polysarcus"
"473763",23587,"473653","species","Polysarcus denticauda"
"495485",,"273982","genus","Polysphincta"
"1835297",23588,"495485","species","Polysphincta boops"
"1835298",23589,"495485","species","Polysphincta rufipes"
"1830392",23590,"495485","species","Polysphincta tuberosa"
"234622",,"2068716","genus","Polysticta"
"234623",23593,"234622","species","Polysticta stelleri"
"118559",,"7553","subclass","Penicillata"
"52425",,"118559","order","Polyxenida"
"52426",,"52425","family","Polyxenidae"
"52427",,"52426","genus","Polyxenus"
"52428",23597,"52427","species","Polyxenus lagurus"
"1233870",,"69679","family","Pomatiidae"
"145639",,"1233870","genus","Pomatias"
"145640",23598,"145639","species","Pomatias elegans"
"195276",,"186976","genus","Pomatinus"
"195277",23599,"195276","species","Pomatinus substriatus"
"13224",,"497223","genus","Pomatoschistus"
"751929",,"13224","no rank","Pomatoschistus minutus complex"
"159850",23600,"751929","species","Pomatoschistus lozanoi"
"225753",23601,"13224","species","Pomatoschistus microps"
"13225",23602,"751929","species","Pomatoschistus minutus"
"257538",23603,"751929","species","Pomatoschistus norvegicus"
"257537",23604,"13224","species","Pomatoschistus pictus"
"408864",,"2517309","family","Testudinellidae"
"2739615",,"408864","genus","Pompholyx"
"2739616",23606,"2739615","species","Pompholyx sulcata"
"60524",,"2705894","family","Pomphorhynchidae"
"60542",,"60524","genus","Pomphorhynchus"
"141832",23607,"60542","species","Pomphorhynchus laevis"
"509841",,"1801551","genus","Pompilus"
"509842",23608,"509841","species","Pompilus cinereus"
"216406",,"141711","genus","Ponera"
"219805",23609,"216406","species","Ponera coarctata"
"469975",23611,"112295","species","Euura acutifoliae"
"1384690",23613,"112295","species","Euura brevicornis"
"362167",23614,"112295","species","Euura bridgmanii"
"469990",23615,"112295","species","Euura collactanea"
"112316",23616,"112295","species","Euura dolichura"
"469994",23618,"112295","species","Euura kriechbaumeri"
"112321",23619,"112295","species","Euura pedunculi"
"112323",23620,"112295","species","Euura proxima"
"112328",23621,"112295","species","Euura triandrae"
"1552869",23622,"112295","species","Euura vesicator"
"470004",23623,"112295","species","Euura viminalis"
"470005",23624,"112295","species","Euura virilis"
"6717",23625,"6714","species","Astacus leptodactylus"
"42293",,"152601","genus","Pontia"
"441325",23626,"42293","species","Pontia daplidice"
"345723",23627,"42293","species","Pontia edusa"
"83989",,"60930","genus","Pontobdella"
"83990",23628,"83989","species","Pontobdella muricata"
"2094511",,"181113","genus","Pontocrates"
"2094512",23631,"2094511","species","Pontocrates arcticus"
"576229",,"98081","genus","Pontophilus"
"587160",23633,"576229","species","Pontophilus norvegicus"
"1130890",23634,"576229","species","Pontophilus spinosus"
"347442",,"123516","genus","Poophagus"
"347443",23636,"347442","species","Poophagus sisymbrii"
"7063",,"7062","genus","Popillia"
"7064",23637,"7063","species","Popillia japonica"
"925799",,"104748","genus","Populicerus"
"2479876",23639,"925799","species","Populicerus confusus"
"1863074",23642,"925799","species","Populicerus populi"
"115612",,"84660","genus","Porcellana"
"115613",23644,"115612","species","Porcellana platycheles"
"96867",,"526418","family","Porcellionidae"
"64694",,"96867","genus","Porcellio"
"96809",23645,"64694","species","Porcellio dilatatus"
"262335",23646,"64694","species","Porcellio laevis"
"64697",23647,"64694","species","Porcellio scaber"
"172005",23648,"64694","species","Porcellio spinicornis"
"96868",,"96867","genus","Porcellionides"
"96870",23649,"96868","species","Porcellionides pruinosus"
"115150",,"526418","family","Trachelipodidae"
"172002",,"115150","genus","Porcellium"
"1091203",23650,"172002","species","Porcellium conspersum"
"107924",,"183385","genus","Porhydrus"
"107925",23652,"107924","species","Porhydrus lineatus"
"2060461",,"94797","genus","Porohalacarus"
"2060462",23654,"2060461","species","Porohalacarus alpinus"
"66586",,"229894","superfamily","Liodoidea"
"66587",,"66586","family","Liodidae"
"423216",,"66587","genus","Poroliodes"
"423217",23656,"423216","species","Poroliodes farinosus"
"699804",,"795054","genus","Porotachys"
"699805",23658,"699804","species","Porotachys bisulcatus"
"54483",,"9119","genus","Porphyrio"
"1004780",23659,"54483","species","Porphyrio poliocephalus"
"171406",23660,"54483","species","Porphyrio porphyrio"
"1867254",,"83869","genus","Porphyrophora"
"1867255",23661,"1867254","species","Porphyrophora polonica"
"933034",,"247616","genus","Porrhomma"
"1233089",23664,"933034","species","Porrhomma convexum"
"1676146",23668,"933034","species","Porrhomma microphthalmum"
"1112475",23670,"933034","species","Porrhomma montanum"
"1907040",23671,"933034","species","Porrhomma oblitum"
"1871996",23672,"933034","species","Porrhomma pallidum"
"1907041",23673,"933034","species","Porrhomma pygmaeum"
"43795",,"33406","subfamily","Porricondylinae"
"1588167",,"43795","genus","Porricondyla"
"1588168",23675,"1588167","species","Porricondyla nigripennis"
"1870698",,"186112","genus","Porrittia"
"1870699",23679,"1870698","species","Porrittia galactodactyla"
"59261",,"6250","genus","Porrocaecum"
"290550",23680,"59261","species","Porrocaecum angusticolle"
"290549",23682,"59261","species","Porrocaecum crassum"
"59262",23683,"59261","species","Porrocaecum depressum"
"290548",23684,"59261","species","Porrocaecum ensicaudatum"
"226159",,"192448","genus","Portevinia"
"226160",23687,"226159","species","Portevinia maculata"
"557263",,"1343471","genus","Portumnus"
"557264",23688,"557263","species","Portumnus latipes"
"54491",,"9119","genus","Porzana"
"670354",23690,"54491","species","Porzana porzana"
"2336774",,"73364","genus","Postharmostomum"
"2336775",23691,"2336774","species","Postharmostomum commutatum"
"57259",,"2038777","genus","Posthodiplostomum"
"1134594",23692,"57259","species","Posthodiplostomum cuticola"
"197114",,"185816","family","Potamanthidae"
"446499",,"197114","genus","Potamanthus"
"446500",23693,"446499","species","Potamanthus luteus"
"559704",,"58282","genus","Potamia"
"559705",23694,"559704","species","Potamia littoralis"
"1219296",,"52623","genus","Potamocorbula"
"410346",23695,"1219296","species","Potamocorbula amurensis"
"2680967",,"43954","genus","Potamocypris"
"2680968",23696,"2680967","species","Potamocypris unicaudata"
"272738",,"105387","order","Potamodrilidae"
"272739",,"272738","genus","Potamodrilus"
"272740",23700,"272739","species","Potamodrilus fluviatilis"
"186993",,"186980","subfamily","Larainae"
"195280",,"186993","genus","Potamophilus"
"195281",23701,"195280","species","Potamophilus acuminatus"
"446497",,"177676","genus","Potamophylax"
"1271735",23702,"446497","species","Potamophylax cingulatus"
"1432109",23703,"446497","species","Potamophylax latipennis"
"1875902",23704,"446497","species","Potamophylax luctuosus"
"1271736",23705,"446497","species","Potamophylax nigricornis"
"446498",23706,"446497","species","Potamophylax rotundipennis"
"1345660",,"1345656","family","Tateidae"
"145636",,"1345660","genus","Potamopyrgus"
"145637",23707,"145636","species","Potamopyrgus antipodarum"
"745770",,"1780203","genus","Potamothrix"
"745771",23708,"745770","species","Potamothrix bavaricus"
"1515647",23709,"745770","species","Potamothrix bedoti"
"1034834",23710,"745770","species","Potamothrix hammoniensis"
"1515648",23711,"745770","species","Potamothrix heuscheri"
"1515649",23713,"745770","species","Potamothrix moldaviensis"
"1515650",23714,"745770","species","Potamothrix vejdovskyi"
"53998",,"132364","genus","Poteriostomum"
"54000",23715,"53998","species","Poteriostomum imparidentatum"
"53999",23716,"53998","species","Poteriostomum ratzii"
"994303",,"43807","genus","Potthastia"
"994304",23717,"994303","species","Potthastia gaedii"
"2578602",23718,"994303","species","Potthastia longimanus"
"1178348",,"134904","genus","Povolnya"
"1847942",23720,"1178348","species","Povolnya leucapennella"
"1950367",,"38124","genus","Powellia"
"1950761",23721,"1950367","species","Powellia vitreoradiata"
"55905",,"68882","genus","Praon"
"55907",23724,"55905","species","Praon abjectum"
"55908",23726,"55905","species","Praon dorsale"
"1536373",23727,"55905","species","Praon exsoletum"
"1097461",23728,"55905","species","Praon flavinode"
"541005",23729,"55905","species","Praon gallicum"
"1515620",23730,"55905","species","Praon longicorne"
"104025",23732,"55905","species","Praon necans"
"77514",23733,"55905","species","Praon pubescens"
"55906",23735,"55905","species","Praon volucre"
"1097462",23736,"55905","species","Praon yomenae"
"216190",,"63708","genus","Prasocuris"
"2567371",23737,"216190","species","Prasocuris glabra"
"878386",23739,"216190","species","Prasocuris junci"
"878106",,"63708","genus","Hydrothassa"
"878107",23740,"878106","species","Hydrothassa marginella"
"1553681",23741,"216190","species","Prasocuris phellandrii"
"1544980",,"1544977","subfamily","Pratylenchoidinae"
"114875",,"1544980","genus","Pratylenchoides"
"1357826",23743,"114875","species","Pratylenchoides crenicauda"
"623013",23744,"114875","species","Pratylenchoides laticauda"
"344391",23746,"114875","species","Pratylenchoides ritteri"
"45927",,"46005","genus","Pratylenchus"
"45938",23747,"45927","species","Pratylenchus brachyurus"
"319666",23748,"45927","species","Pratylenchus brzeskii"
"45937",23749,"45927","species","Pratylenchus coffeae"
"110514",23750,"45927","species","Pratylenchus convallariae"
"45934",23751,"45927","species","Pratylenchus crenatus"
"626142",23752,"45927","species","Pratylenchus fallax"
"623058",23753,"45927","species","Pratylenchus flakkensis"
"222096",23754,"45927","species","Pratylenchus neglectus"
"45929",23755,"45927","species","Pratylenchus penetrans"
"222097",23756,"45927","species","Pratylenchus pinguicaudatus"
"293588",23757,"45927","species","Pratylenchus pratensis"
"45936",23758,"45927","species","Pratylenchus scribneri"
"45935",23759,"45927","species","Pratylenchus thornei"
"45931",23760,"45927","species","Pratylenchus vulnus"
"137663",23761,"45927","species","Pratylenchus zeae"
"236571",,"401216","genus","Praunus"
"236572",23762,"236571","species","Praunus flexuosus"
"1732120",23763,"236571","species","Praunus inermis"
"572879",,"397428","genus","Prays"
"1421330",23765,"572879","species","Prays citri"
"572880",23766,"572879","species","Prays fraxinella"
"1101036",23767,"572879","species","Prays ruficeps"
"262037",,"72772","genus","Prenolepis"
"621478",23768,"262037","species","Prenolepis nitens"
"7489",,"7422","family","Trichogrammatidae"
"1107392",,"7489","genus","Prestwichia"
"1107393",23769,"1107392","species","Prestwichia aquatica"
"558101",,"577241","genus","Pria"
"878387",23770,"558101","species","Pria dulcamarae"
"33467",,"1215728","phylum","Priapulida"
"2082883",,"33467","class","Priapulimorpha"
"2082909",,"2082883","order","Priapulimorphida"
"37891",,"2082909","family","Priapulidae"
"37847",,"37891","genus","Priapulus"
"37621",23772,"37847","species","Priapulus caudatus"
"2747177",,"247617","genus","Prinerigone"
"2747178",23774,"2747177","species","Prinerigone vagans"
"1050323",,"441275","genus","Priobium"
"1588395",23775,"1050323","species","Priobium carpini"
"27516",,"1801540","genus","Priocnemis"
"1747323",23785,"27516","species","Priocnemis parvula"
"1747324",23786,"27516","species","Priocnemis perturbator"
"211394",,"211390","subfamily","Prionchulinae"
"293872",,"211394","genus","Prionchulus"
"293874",23792,"293872","species","Prionchulus punctatus"
"1690388",,"52735","genus","Prionocera"
"2567375",23793,"1690388","species","Prionocera pubescens"
"1890623",23794,"1690388","species","Prionocera subserricornis"
"1690389",23795,"1690388","species","Prionocera turcica"
"538624",,"110010","genus","Prionocyphon"
"1569171",23796,"538624","species","Prionocyphon serricornis"
"297907",,"159969","family","Prionoglarididae"
"297908",,"297907","genus","Prionoglaris"
"1954335",23797,"297908","species","Prionoglaris stygia"
"94674",,"46599","genus","Prionospio"
"507517",23799,"94674","species","Prionospio cirrifera"
"94675",23801,"94674","species","Prionospio steenstrupi"
"85308",,"41154","tribe","Prionini"
"131708",,"85308","genus","Prionus"
"1553682",23802,"131708","species","Prionus coriarius"
"347444",,"1586648","genus","Prionychus"
"347445",23803,"347444","species","Prionychus ater"
"1971331",23804,"347444","species","Prionychus melanarius"
"2301138",,"1337737","superfamily","Prismatolaimoidea"
"129858",,"2301138","family","Prismatolaimidae"
"70238",,"129858","genus","Prismatolaimus"
"288633",23808,"70238","species","Prismatolaimus dolichurus"
"581701",,"581389","genus","Pristerognatha"
"1666685",23811,"581701","species","Pristerognatha fuligana"
"1594336",23812,"581701","species","Pristerognatha penthinana"
"150439",,"1780200","genus","Pristina"
"212339",23815,"150439","species","Pristina aequiseta"
"2590160",23818,"150439","species","Pristina foreli"
"380453",23819,"150439","species","Pristina jenkinae"
"188231",23820,"150439","species","Pristina longiseta"
"212340",23822,"150439","species","Pristina osborni"
"54125",,"54124","genus","Pristionchus"
"70414",23824,"54125","species","Pristionchus lheritieri"
"362175",,"112286","genus","Pristiphora"
"1384992",23825,"362175","species","Pristiphora abbreviata"
"362176",23826,"362175","species","Pristiphora abietina"
"1384996",23827,"362175","species","Pristiphora aphantoneura"
"1384997",23828,"362175","species","Pristiphora appendiculata"
"1384998",23829,"362175","species","Pristiphora armata"
"884548",23830,"362175","species","Pristiphora biscalis"
"1385001",23831,"362175","species","Pristiphora brevis"
"884550",23832,"362175","species","Pristiphora bufo"
"884552",23833,"362175","species","Pristiphora cincta"
"1385003",23834,"362175","species","Pristiphora confusa"
"1385004",23835,"362175","species","Pristiphora conjugata"
"362180",23836,"362175","species","Pristiphora erichsonii"
"1385007",23837,"362175","species","Pristiphora fausta"
"362181",23838,"362175","species","Pristiphora geniculata"
"1385010",23839,"362175","species","Pristiphora insularis"
"884555",23840,"362175","species","Pristiphora laricis"
