"tax_id","species_id","kingdom","phylum","class","order","family","genus","species","identification_reference"
"AHCYFOONCXW",29881,"Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Walckenaeria","Walckenaeria atrotibialis","Cambridge, 1878"
"AHCYFOONDSU",29882,"Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Walckenaeria","Walckenaeria capito","Westring, 1861"
"BE47CE24BA1",29883,"Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Walckenaeria","Walckenaeria clavicornis","Emerton, 1882"
"AHCYFOONENS",29884,"Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Walckenaeria","Walckenaeria corniculans","Cambridge, 1875"
"AHCYFOONFIQ",29885,"Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Walckenaeria","Walckenaeria cucullata","Koch, 1836"
"AHCYFOONGDO",29886,"Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Walckenaeria","Walckenaeria cuspidata","Blackwall, 1833"
"AHCYFOONGYM",29887,"Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Walckenaeria","Walckenaeria dysderoides","Wider, 1834"
"AHCYFOONHTK",29888,"Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Walckenaeria","Walckenaeria furcillata","Menge, 1869"
"AHCYFOONINX",29889,"Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Walckenaeria","Walckenaeria incisa","Cambridge, 1871"
"AHCYFOONJIV",29890,"Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Walckenaeria","Walckenaeria kochi","Cambridge, 1872"
"AHCYFOONKDT",29891,"Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Walckenaeria","Walckenaeria mitrata","Menge, 1868"
"AHCYFOONKYR",29892,"Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Walckenaeria","Walckenaeria monoceros","Wider, 1834"
"AHCYFOONLTP",29893,"Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Walckenaeria","Walckenaeria nudipalpis","Westring, 1851"
"AHCYFOONMON",29894,"Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Walckenaeria","Walckenaeria obtusa","Blackwall, 1836"
"AHCYFOONNJL",29895,"Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Walckenaeria","Walckenaeria stylifrons","Cambridge, 1875"
"AHCYFOONOEJ",29896,"Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Walckenaeria","Walckenaeria unicornis","Cambridge, 1861"
"AHCYFOONOYV",29897,"Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Walckenaeria","Walckenaeria vigilax","Blackwall, 1853"
"AHCYSI11017",29898,"Animalia","Bryozoa","Gymnolaemata","Ctenostomatida","Walkeriidae","Walkeria","Walkeria uva","Linnaeus, 1758"
"AHCYSI08134",29899,"Animalia","Arthropoda","Entognatha","Collembola","Tullbergiidae","Wankeliella","Wankeliella mediochaeta","Rusek, 1975"
"AHCYSI08135",29900,"Animalia","Arthropoda","Entognatha","Collembola","Tullbergiidae","Wankeliella","Wankeliella peterseni","Rusek, 1975"
"72EAC5041D5",29901,"Animalia","Platyhelminthes","Cestoda","Cyclophyllidea","Hymenolepididae","Wardium","Wardium cirrosa","Krabbe, 1869"
"25034",29902,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Wasmannia","Wasmannia auropunctata","Roger, 1863"
"7EB2B9F4898",29903,"Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Watersiporidae","Watersipora","Watersipora subatra","Ortmann, 1890"
"AHCYFCIPNAX",29904,"Animalia","Arthropoda","Insecta","Lepidoptera","Drepanidae","Watsonalla","Watsonalla binaria","Hufnagel, 1767"
"AHCYFCIPOTK",29905,"Animalia","Arthropoda","Insecta","Lepidoptera","Drepanidae","Watsonalla","Watsonalla cultraria","Fabricius, 1775"
"AHCYFBNSQKK",29906,"Animalia","Arthropoda","Insecta","Diptera","Tachinidae","Weberia","Weberia digramma","Meigen, 1824"
"AHCYSI03303",29907,"Animalia","Arthropoda","Insecta","Psocodea","Bovicoliidae","Werneckiella","Werneckiella equi","Denny, 1842"
"DA9C42A4B66",29908,"Animalia","Arthropoda","Insecta","Psocodea","Bovicoliidae","Werneckiella","Werneckiella ocellata","Piaget, 1880"
"AHCYFATBYBX",29909,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Wesmaelia","Wesmaelia petiolata","Wollaston, 1858"
"AHCXTPDMLNA",29910,"Animalia","Arthropoda","Insecta","Neuroptera","Hemerobiidae","Wesmaelius","Wesmaelius balticus","Tjeder, 1931"
"AHCXTPDMIYF",29911,"Animalia","Arthropoda","Insecta","Neuroptera","Hemerobiidae","Wesmaelius","Wesmaelius concinnus","Stephens, 1836"
"21219AD44D7",29912,"Animalia","Arthropoda","Insecta","Neuroptera","Hemerobiidae","Wesmaelius","Wesmaelius mortoni","McLachlan, 1899"
"AHCXTPDMKQT",29913,"Animalia","Arthropoda","Insecta","Neuroptera","Hemerobiidae","Wesmaelius","Wesmaelius nervosus","Fabricius, 1793"
"AHCXTPDMIBZ",29914,"Animalia","Arthropoda","Insecta","Neuroptera","Hemerobiidae","Wesmaelius","Wesmaelius quadrifasciatus","Reuter, 1894"
"AHCXTPDMJUM",29915,"Animalia","Arthropoda","Insecta","Neuroptera","Hemerobiidae","Wesmaelius","Wesmaelius subnebulosus","Stephens, 1836"
"N3Q97IVK89B",29916,"Animalia","Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Westwoodilla","Westwoodilla caecula","Bate, 1857"
"AHCYFCQEPMH",29917,"Animalia","Arthropoda","Arachnida","Trombidiformes","Wettinidae","Wettina","Wettina podagrica","Koch, 1837"
"AHCYFCMMUIL",29918,"Animalia","Arthropoda","Insecta","Lepidoptera","Pterophoridae","Wheeleria","Wheeleria spilodactylus","Curtis, 1827"
"AHCYSI00163",29919,"Animalia","Arthropoda","Insecta","Lepidoptera","Psychidae","Whittleia","Whittleia retiella","Newman, 1847"
"MKKIDF96NHC",29920,"Animalia","Arthropoda","Insecta","Diptera","Empididae","Wiedemannia","Wiedemannia bistigma","Curtis, 1834"
"AHCYFBGUHMA",29921,"Animalia","Arthropoda","Insecta","Diptera","Empididae","Wiedemannia","Wiedemannia lamellata","Loew, 1869"
"AHCYSI01772",29922,"Animalia","Arthropoda","Entognatha","Collembola","Hypogastruridae","Willemia","Willemia anophthalma","Börner, 1901"
"AHCYSI01774",29923,"Animalia","Arthropoda","Entognatha","Collembola","Hypogastruridae","Willemia","Willemia denisi","Mills, 1932"
"AHCYSI01775",29924,"Animalia","Arthropoda","Entognatha","Collembola","Hypogastruridae","Willemia","Willemia intermedia","Mills, 1934"
"AHCYSI01776",29925,"Animalia","Arthropoda","Entognatha","Collembola","Hypogastruridae","Willemia","Willemia multilobata","Gers & Deharveng, 1985"
"AHCYSI01777",29926,"Animalia","Arthropoda","Entognatha","Collembola","Hypogastruridae","Willemia","Willemia scandinavica","Stach, 1949"
"AHCYSI01567",29927,"Animalia","Arthropoda","Entognatha","Collembola","Entomobryidae","Willowsia","Willowsia buskii","Lubbock, 1870"
"AHCYSI01566",29928,"Animalia","Arthropoda","Entognatha","Collembola","Entomobryidae","Willowsia","Willowsia nigromaculata","Lubbock, 1873"
"AHCYSI01565",29929,"Animalia","Arthropoda","Entognatha","Collembola","Entomobryidae","Willowsia","Willowsia platani","Nicolet, 1842"
"AHCYSI02255",29930,"Animalia","Nematoda","Adenophorea","Plectida","Plectidae","Wilsonema","Wilsonema otophorum","De Man, 1880"
"W8THLHKQ0EI",29931,"Animalia","Arthropoda","Insecta","Diptera","Cecidomyiidae","Winnertzia","Winnertzia curvata","Panelius, 1965"
"VSZHWR6PZTD",29932,"Animalia","Arthropoda","Insecta","Diptera","Cecidomyiidae","Winnertzia","Winnertzia pinicola","Kieffer, 1913"
"AZWH46NYJG2",29933,"Animalia","Arthropoda","Insecta","Diptera","Cecidomyiidae","Winnertzia","Winnertzia rubricola","Mamaev, 1963"
"AHCYFBNSTQZ",29934,"Animalia","Arthropoda","Insecta","Diptera","Tachinidae","Winthemia","Winthemia bohemani","Zetterstedt, 1844"
"AHCYFBNSUWD",29935,"Animalia","Arthropoda","Insecta","Diptera","Tachinidae","Winthemia","Winthemia cruentata","Rondani, 1859"
"AHCYFBNSWBH",29936,"Animalia","Arthropoda","Insecta","Diptera","Tachinidae","Winthemia","Winthemia erythrura","Meigen, 1838"
"AHCYFBNSXGM",29937,"Animalia","Arthropoda","Insecta","Diptera","Tachinidae","Winthemia","Winthemia quadripustulata","Fabricius, 1794"
"AHCYFBNSYLQ",29938,"Animalia","Arthropoda","Insecta","Diptera","Tachinidae","Winthemia","Winthemia speciosa","Egger, 1861"
"AHCYFBNSZQU",29939,"Animalia","Arthropoda","Insecta","Diptera","Tachinidae","Winthemia","Winthemia variegata","Meigen, 1824"
"AHCYSI00025",29940,"Animalia","Arthropoda","Arachnida","Pseudoscorpiones","Withiidae","Withius","Withius piger","Simon, 1878"
"AHCYFAWROZK",29941,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Woldstedtius","Woldstedtius biguttatus","Gravenhorst, 1829"
"AHCYFAWRQJA",29942,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Woldstedtius","Woldstedtius citropectoralis","Schmiedeknecht, 1926"
"AHCYFAWRRSQ",29943,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Woldstedtius","Woldstedtius flavolineatus","Gravenhorst, 1829"
"AHCYFBKCSUV",29944,"Animalia","Arthropoda","Insecta","Diptera","Phoridae","Woodiphora","Woodiphora retroversa","Wood, 1908"
"457132711",29945,"Animalia","Arthropoda","Insecta","Trichoptera","Philopotamidae","Wormaldia","Wormaldia occipitalis","Pictet, 1834"
"457132716",29946,"Animalia","Arthropoda","Insecta","Trichoptera","Philopotamidae","Wormaldia","Wormaldia subnigra","Maclachlan, 1865"
"AHCYFATCAHU",29947,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Wroughtonia","Wroughtonia spinator","Lepeletier & Audinet-Serville, 1827"
"AHCYFBMRTWL",29948,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Xanthandrus","Xanthandrus comtus","Harris, 1780"
"AHCYFBAHZYR",29949,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Xanthellum","Xanthellum transsylvanicum","Erdös, 1951"
"AHCYFCMGQSG",29950,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xanthia","Xanthia gilvago","Denis & Schiffermüller, 1775"
"AHCYFCMGRSZ",29951,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xanthia","Xanthia icteritia","Hufnagel, 1766"
"AHCYFCMGSTR",29952,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xanthia","Xanthia ocellaris","Borkhausen, 1792"
"AHCYFCMFPQA",29953,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xanthia","Xanthia ruticilla","Esper, 1791"
"AHCYFCMGTUJ",29954,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xanthia","Xanthia togata","Esper, 1788"
"AHCYFBCZOWJ",29955,"Animalia","Arthropoda","Insecta","Diptera","Canacidae","Xanthocanace","Xanthocanace ranula","Loew, 1874"
"B019A684996",29956,"Animalia","Chordata","Aves","Passeriformes","Icteridae","Xanthocephalus","Xanthocephalus xanthocephalus","Bonaparte, 1826"
"AHCYSICGANH",29957,"Animalia","Arthropoda","Insecta","Hemiptera","Lygaeidae","Xanthochilus","Xanthochilus quadratus","Fabricius, 1798"
"AHCYFBGHGDL",29958,"Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Xanthochlorus","Xanthochlorus ornatus","Haliday, 1832"
"NCD62OSPNLI",29959,"Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Xanthochlorus","Xanthochlorus silaceus","Chandler & Negrobov, 2008"
"AHCYFBGHHEP",29960,"Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Xanthochlorus","Xanthochlorus tenellus","Wiedemann, 1817"
"AHCYFAPXINL",29961,"Animalia","Arthropoda","Insecta","Hemiptera","Delphacidae","Xanthodelphax","Xanthodelphax flaveola","Flor, 1861"
"AHCYFAPXJOE",29962,"Animalia","Arthropoda","Insecta","Hemiptera","Delphacidae","Xanthodelphax","Xanthodelphax straminea","Stål, 1858"
"AHCYFBSLZTE",29963,"Animalia","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Xanthogaleruca","Xanthogaleruca luteola","Müller, 1766"
"AHCYFBMRVXW",29964,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Xanthogramma","Xanthogramma citrofasciatum","De Geer, 1776"
"CRHMFWC5S3W",29965,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Xanthogramma","Xanthogramma dives","Rondani, 1857"
"457195557",29966,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Xanthogramma","Xanthogramma pedissequum","Harris, 1780"
"MWY63LU65FU",29967,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Xanthogramma","Xanthogramma stackelbergi","Violovitsh, 1975"
"AHCYFBYORPR",29968,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Xantholinus","Xantholinus distans","Mulsant & Rey, 1853"
"AHCYSI00326",29969,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Xantholinus","Xantholinus dvoraki","Coiffait, 1956"
"AHCYFBYPBJL",29970,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Xantholinus","Xantholinus elegans","Olivier, 1795"
"AHCYFBYOUEL",29971,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Xantholinus","Xantholinus gallicus","Coiffait, 1956"
"AHCYFBYOWOU",29972,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Xantholinus","Xantholinus laevigatus","Jacobsen, 1849"
"AHCYFBYOXTY",29973,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Xantholinus","Xantholinus linearis","Olivier, 1795"
"AHCYFBYOYZC",29974,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Xantholinus","Xantholinus longiventris","Heer, 1839"
"AHCYFBYPDUF",29975,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Xantholinus","Xantholinus tricolor","Fabricius, 1787"
"AHCYFBYSDCN",29976,"Animalia","Arthropoda","Insecta","Coleoptera","Tenebrionidae","Xanthomus","Xanthomus pallidus","Curtis, 1830"
"457374726",29977,"Animalia","Arthropoda","Insecta","Plecoptera","Chloroperlidae","Xanthoperla","Xanthoperla apicalis","Newman, 1836"
"AHCYFCKUAHP",29978,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Xanthorhoe","Xanthorhoe biriviata","Borkhausen, 1794"
"AHCYFCKUDAU",29979,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Xanthorhoe","Xanthorhoe designata","Hufnagel, 1767"
"AHCYFCKUEFZ",29980,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Xanthorhoe","Xanthorhoe ferrugata","Clerck, 1759"
"AHCYFCKUGCY",29981,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Xanthorhoe","Xanthorhoe fluctuata","Linnaeus, 1758"
"AHCYFCKUHIC",29982,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Xanthorhoe","Xanthorhoe montanata","Denis & Schiffermüller, 1775"
"AHCYFCKUJNZ",29983,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Xanthorhoe","Xanthorhoe quadrifasiata","Clerck, 1759"
"AHCYFCKULTV",29984,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Xanthorhoe","Xanthorhoe spadicearia","Denis & Schiffermüller, 1775"
"AHCYFAQGIBK",29985,"Animalia","Arthropoda","Insecta","Raphidioptera","Raphidiidae","Xanthostigma","Xanthostigma xanthostigma","Schummel, 1832"
"AHCYFCOTARF",29986,"Animalia","Chordata","Aves","Charadriiformes","Laridae","Xema","Xema sabini","Sabine, 1819"
"AHCYFATCCNQ",29987,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Xenarcha","Xenarcha abnormis","Wesmael, 1838"
"AHCYFATCDSU",29988,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Xenarcha","Xenarcha lustrator","Haliday, 1836"
"AHCYSI10526",29989,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Liacaridae","Xenillus","Xenillus clypeator","Robineau-Desvoidy, 1839"
"KME2APWL1VD",29990,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Liacaridae","Xenillus","Xenillus discrepans","Grandjean, 1936"
"AHCYSI10529",29991,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Liacaridae","Xenillus","Xenillus tegeocranus","Hermann, 1804"
"AHCYFBFDHWW",29992,"Animalia","Arthropoda","Insecta","Diptera","Chironomidae","Xenochironomus","Xenochironomus xenolabis","Kieffer, 1916"
"AHCYSI02534",29993,"Animalia","Nematoda","Secernentea","Tylenchida","Criconematidae","Xenocriconemella","Xenocriconemella macrodora","Taylor, 1936"
"RMANT1E78CM",29994,"Animalia","Arthropoda","Insecta","Diptera","Cecidomyiidae","Xenodiplosis","Xenodiplosis laeviusculi","Rübsaamen, 1910"
"AHCYFCJGOLD",29995,"Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Xenolechia","Xenolechia aethiops","Humphreys & Westwood, 1845"
"AHCYFBFDJYH",29996,"Animalia","Arthropoda","Insecta","Diptera","Chironomidae","Xenopelopia","Xenopelopia falcigera","Kieffer, 1911"
"AHCYFBFDLDL",29997,"Animalia","Arthropoda","Insecta","Diptera","Chironomidae","Xenopelopia","Xenopelopia nigricans","Goetghebuer, 1927"
"CJCGTRD7T2Y",29998,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Glycyphagidae","Xenoryctes","Xenoryctes krameri","Michael, 1886"
"AHCYFCCFZFK",29999,"Animalia","Arthropoda","Insecta","Strepsiptera","Xenidae","Xenos","Xenos vesparum","Rossius, 1793"
"AHCYFAWRUHW",30000,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Xenoschesis","Xenoschesis fulvicornis","Kriechbaumer, 1891"
"AHCYFAWRVRM",30001,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Xenoschesis","Xenoschesis fulvipes","Gravenhorst, 1829"
"AHCYFAWRXBC",30002,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Xenoschesis","Xenoschesis resplendens","Holmgren, 1857"
"AHCYFCPILXA",30003,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Xenus","Xenus cinereus","Güldenstädt, 1775"
"AHCYSI01778",30004,"Animalia","Arthropoda","Entognatha","Collembola","Hypogastruridae","Xenylla","Xenylla boerneri","Axelson, 1905"
"AHCYSI01779",30005,"Animalia","Arthropoda","Entognatha","Collembola","Hypogastruridae","Xenylla","Xenylla brevisimilis","Stach, 1949"
"AHCYSI01562",30006,"Animalia","Arthropoda","Entognatha","Collembola","Hypogastruridae","Xenylla","Xenylla corticalis","Börner, 1901"
"AHCYSI01781",30007,"Animalia","Arthropoda","Entognatha","Collembola","Hypogastruridae","Xenylla","Xenylla grisea","Axelson, 1900"
"AHCYSI01782",30008,"Animalia","Arthropoda","Entognatha","Collembola","Hypogastruridae","Xenylla","Xenylla humicola","Fabricius, 1780"
"AHCYSI01564",30009,"Animalia","Arthropoda","Entognatha","Collembola","Hypogastruridae","Xenylla","Xenylla maritima","Tullberg, 1869"
"AHCYSI01563",30010,"Animalia","Arthropoda","Entognatha","Collembola","Hypogastruridae","Xenylla","Xenylla tullbergi","Börner, 1903"
"AHCYSI01783",30011,"Animalia","Arthropoda","Entognatha","Collembola","Hypogastruridae","Xenylla","Xenylla welchi","Folsom, 1916"
"AHCYSI01784",30012,"Animalia","Arthropoda","Entognatha","Collembola","Hypogastruridae","Xenylla","Xenylla xavieri","da Gama, 1959"
"AHCYSI08061",30013,"Animalia","Arthropoda","Entognatha","Collembola","Odontellidae","Xenyllodes","Xenyllodes armatus","Axelson, 1903"
"AHCYSI01785",30014,"Animalia","Arthropoda","Entognatha","Collembola","Hypogastruridae","Xenyllogastrura","Xenyllogastrura octoculata","Steiner, 1955"
"AHCYFAWWRAA",30015,"Animalia","Arthropoda","Insecta","Hymenoptera","Siricidae","Xeris","Xeris spectrum","Linnaeus, 1758"
"AHCYFOOPDQB",30016,"Animalia","Arthropoda","Arachnida","Araneae","Lycosidae","Xerolycosa","Xerolycosa miniata","Koch, 1834"
"AHCYFOOPEEI",30017,"Animalia","Arthropoda","Arachnida","Araneae","Lycosidae","Xerolycosa","Xerolycosa nemoralis","Westring, 1861"
"DXZX2YSIQ08",30018,"Animalia","Mollusca","Gastropoda","Stylommatophora","Hygromiidae","Xerotricha","Xerotricha apicina","Lamarck, 1822"
"B9FPM5CQ7AM",30019,"Animalia","Mollusca","Gastropoda","Stylommatophora","Hygromiidae","Xerotricha","Xerotricha conspurcata","Draparnaud, 1801"
"AHCYFCMGVRJ",30020,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xestia","Xestia agathina","Duponchel, 1827"
"AHCYFCMGWSB",30021,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xestia","Xestia baja","Denis & Schiffermüller, 1775"
"AHCYFCMGYTY",30022,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xestia","Xestia c-nigrum","Linnaeus, 1758"
"AHCYFCMGXST",30023,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xestia","Xestia castanea","Esper, 1798"
"AHCYFCMGZUQ",30024,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xestia","Xestia ditrapezium","Denis & Schiffermüller, 1775"
"AHCYFCMHAVI",30025,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xestia","Xestia sexstrigata","Haworth, 1809"
"AHCYFCMHCAN",30026,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xestia","Xestia stigmatica","Hübner, 1813"
"AHCYFCMHDBF",30027,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xestia","Xestia triangulum","Hufnagel, 1766"
"AHCYFCMHEBX",30028,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xestia","Xestia xanthographa","Denis & Schiffermüller, 1775"
"AHCYFBQHNJE",30029,"Animalia","Arthropoda","Insecta","Coleoptera","Anobiidae","Xestobium","Xestobium plumbeum","Illiger, 1801"
"AHCYFBQHOFL",30030,"Animalia","Arthropoda","Insecta","Coleoptera","Anobiidae","Xestobium","Xestobium rufovillosum","De Geer, 1774"
"AHCYFAOHCVO",30031,"Animalia","Arthropoda","Diplopoda","Julida","Julidae","Xestoiulus","Xestoiulus laeticollis","Porat, 1889"
"AHCYSI04335",30032,"Animalia","Arthropoda","Ostracoda","Podocopida","Xestoleberididae","Xestoleberis","Xestoleberis aurantia","Baird, 1838"
"AHCYFBBKVBP",30033,"Animalia","Arthropoda","Insecta","Hymenoptera","Pteromalidae","Xestomnaster","Xestomnaster chrysochlorus","Walker, 1846"
"AR9XAXH9164",30034,"Animalia","Arthropoda","Insecta","Hymenoptera","Cynipidae","Xestophanes","Xestophanes brevitarsis","Thomson, 1877"
"2BPIVWNSQX0",30035,"Animalia","Arthropoda","Insecta","Hymenoptera","Cynipidae","Xestophanes","Xestophanes potentillae","Retzius in De Geer, 1773"
"455864738",30036,"Animalia","Chordata","Actinopterygii","Tetraodontiformes","Xiphiidae","Xiphias","Xiphias gladius","Linnaeus, 1758"
"AHCYSI02170",30037,"Animalia","Nematoda","Adenophorea","Dorylaimida","Xiphinematidae","Xiphinema","Xiphinema coxi","Tarjan, 1964"
"AHCYSI02168",30038,"Animalia","Nematoda","Adenophorea","Dorylaimida","Xiphinematidae","Xiphinema","Xiphinema diversicaudatum","Micoletzky, 1927"
"WT784PFRBNG",30039,"Animalia","Nematoda","Adenophorea","Dorylaimida","Xiphinematidae","Xiphinema","Xiphinema incognitum","Lamberti & Bleve-Zacheo, 1979"
"AHCYSI02169",30040,"Animalia","Nematoda","Adenophorea","Dorylaimida","Xiphinematidae","Xiphinema","Xiphinema vuittenezi","Luc & al., 1964"
"AHCYFAWRZUI",30041,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Xiphulcus","Xiphulcus floricolator","Gravenhorst, 1807"
"AHCYFAXRHEC",30042,"Animalia","Arthropoda","Insecta","Hymenoptera","Xiphydriidae","Xiphydria","Xiphydria betulae","Enslin, 1911"
"AHCYFAXRISP",30043,"Animalia","Arthropoda","Insecta","Hymenoptera","Xiphydriidae","Xiphydria","Xiphydria camelus","Linnaeus, 1758"
"AHCYFAXRKPP",30044,"Animalia","Arthropoda","Insecta","Hymenoptera","Xiphydriidae","Xiphydria","Xiphydria prolongata","Geoffroy, 1785"
"AHCYFBBKWZA",30045,"Animalia","Arthropoda","Insecta","Hymenoptera","Pteromalidae","Xiphydriophagus","Xiphydriophagus meyerinckii","Ratzeburg, 1848"
"AHCYFAWSCJC",30046,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Xorides","Xorides ater","Gravenhorst, 1829"
"AHCYFAWSDTD",30047,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Xorides","Xorides filiformis","Gravenhorst, 1829"
"AHCYFAWSFCT",30048,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Xorides","Xorides fuligator","Thunberg, 1824"
"AHCYFAWSGQV",30049,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Xorides","Xorides gravenhorstii","Curtis, 1831"
"AHCYFAWSLPX",30050,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Xorides","Xorides praecatorius","Fabricius, 1793"
"AHCYFAXRPTD",30051,"Animalia","Arthropoda","Insecta","Hymenoptera","Xyelidae","Xyela","Xyela curva","Benson, 1938"
"AHCYFAXRQPJ",30052,"Animalia","Arthropoda","Insecta","Hymenoptera","Xyelidae","Xyela","Xyela julii","Brébisson, 1818"
"AHCYFAXRRQC",30053,"Animalia","Arthropoda","Insecta","Hymenoptera","Xyelidae","Xyela","Xyela longula","Dalman, 1819"
"AHCYFAQSZLI",30054,"Animalia","Arthropoda","Insecta","Thysanoptera","Phlaeothripidae","Xylaplothrips","Xylaplothrips fuliginosus","Schille, 1911"
"AHCYFAQTAHO",30055,"Animalia","Arthropoda","Insecta","Thysanoptera","Phlaeothripidae","Xylaplothrips","Xylaplothrips subterraneus","Crawford, 1938"
"25558",30056,"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus alni","Niisima, 1909"
"25559",30057,"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus bodoanus","Reitter, 1913"
"AHCYFBWMXEE",30058,"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus dispar","Fabricius, 1793"
"AHCYFBWMYEX",30059,"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus dryographus","Ratzeburg, 1837"
"AB2C53C4F19",30060,"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus eurygraphus","Ratzeburg, 1837"
"9D7C4104ED5",30061,"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","Xyleborus ferrugineus","Fabricius, 1801"
